GeneID,adj.P.Val,pvalue,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
107984877,2.04E-06,6.15E-07,0.637,-4.98631,-3.174357,30,LOC107984877,uncharacterized LOC107984877
5906,2.06E-06,6.20E-07,0.227,4.98481,1.1329,186.22,RAP1A,"RAP1A, member of RAS oncogene family"
763,2.06E-06,6.21E-07,1.027,-4.98452,-5.12002,12.87,CA5A,carbonic anhydrase 5A
3498,2.07E-06,6.24E-07,1.06,-4.98376,-5.282314,14.3,IGHEP1,immunoglobulin heavy constant epsilon P1 (pseudogene)
100288181,2.08E-06,6.25E-07,0.453,-4.98331,-2.256771,31.02,LNCOC1,lncRNA associated with ovarian cancer 1
48,2.08E-06,6.26E-07,0.203,4.983,1.009321,390.15,ACO1,aconitase 1
619279,2.08E-06,6.26E-07,0.226,4.9829,1.124605,311.65,ZNF704,zinc finger protein 704
101927300,2.11E-06,6.35E-07,0.603,4.98013,3.004277,23.04,GOT1-DT,GOT1 divergent transcript
10661,2.12E-06,6.39E-07,0.613,-4.97914,-3.050037,41.12,KLF1,KLF transcription factor 1
100861513,2.12E-06,6.39E-07,0.295,-4.97906,-1.470333,202.79,ZMYM4-AS1,ZMYM4 antisense RNA 1
28992,2.12E-06,6.40E-07,0.255,-4.97889,-1.271788,736.46,MACROD1,mono-ADP ribosylhydrolase 1
56109,2.12E-06,6.40E-07,0.634,-4.97865,-3.156139,20.98,PCDHGA6,"protocadherin gamma subfamily A, 6"
22926,2.13E-06,6.43E-07,0.186,4.97774,0.927946,756.59,ATF6,activating transcription factor 6
26508,2.14E-06,6.45E-07,0.325,4.97732,1.617416,79.88,HEYL,hes related family bHLH transcription factor with YRPW motif like
955,2.14E-06,6.45E-07,0.197,-4.97733,-0.978916,1185.84,ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6
100859930,2.14E-06,6.45E-07,0.524,-4.97716,-2.608741,34.22,HEIH,hepatocellular carcinoma up-regulated EZH2-associated long non-coding RNA
23250,2.14E-06,6.46E-07,0.207,-4.97704,-1.029915,253.36,ATP11A,ATPase phospholipid transporting 11A
53344,2.14E-06,6.46E-07,0.367,4.97689,1.825563,119.68,CHIC1,cysteine rich hydrophobic domain 1
107985367,2.17E-06,6.54E-07,0.689,-4.97457,-3.427541,15.32,LOC107985367,
51477,2.17E-06,6.55E-07,0.193,4.97412,0.960647,608.69,ISYNA1,inositol-3-phosphate synthase 1
6330,2.17E-06,6.56E-07,0.532,4.97403,2.643706,59.22,SCN4B,sodium voltage-gated channel beta subunit 4
254050,2.18E-06,6.58E-07,0.709,-4.97336,-3.526029,30.77,LRRC43,leucine rich repeat containing 43
23534,2.18E-06,6.59E-07,0.147,-4.97305,-0.733207,1936.54,TNPO3,transportin 3
196996,2.18E-06,6.59E-07,0.536,-4.97304,-2.664451,22.77,GRAMD2A,GRAM domain containing 2A
92856,2.19E-06,6.61E-07,0.178,-4.97235,-0.886163,486.53,IMP4,IMP U3 small nucleolar ribonucleoprotein 4
9404,2.19E-06,6.62E-07,0.405,4.97224,2.013709,43.78,LPXN,leupaxin
4926,2.19E-06,6.63E-07,0.211,-4.97197,-1.051318,1020.61,NUMA1,nuclear mitotic apparatus protein 1
3270,2.22E-06,6.70E-07,0.647,-4.9698,-3.217061,20.89,HRC,histidine rich calcium binding protein
6775,2.24E-06,6.76E-07,0.614,4.96812,3.052032,23.77,STAT4,signal transducer and activator of transcription 4
57228,2.24E-06,6.79E-07,0.374,-4.96738,-1.857856,51.92,SMAGP,small cell adhesion glycoprotein
283455,2.25E-06,6.81E-07,0.333,-4.96675,-1.655834,68.83,KSR2,kinase suppressor of ras 2
63920,2.26E-06,6.82E-07,0.379,4.96632,1.88103,55.63,FAM200C,family with sequence similarity 200 member C
253714,2.27E-06,6.86E-07,0.314,4.9652,1.557164,488.52,MMS22L,"MMS22 like, DNA repair protein"
8328,2.27E-06,6.87E-07,0.692,-4.96509,-3.435473,22.37,GFI1B,growth factor independent 1B transcriptional repressor
2769,2.27E-06,6.87E-07,0.867,-4.96496,-4.307067,12.3,GNA15,G protein subunit alpha 15
9824,2.27E-06,6.88E-07,0.258,4.96485,1.278857,224.19,ARHGAP11A,Rho GTPase activating protein 11A
10165,2.28E-06,6.91E-07,0.203,4.96397,1.007306,389.69,SLC25A13,solute carrier family 25 member 13
3589,2.30E-06,6.96E-07,0.414,-4.96259,-2.055304,56.01,IL11,interleukin 11
79820,2.31E-06,6.99E-07,1.229,-4.96177,-6.09847,127.99,CATSPERB,cation channel sperm associated auxiliary subunit beta
3953,2.31E-06,7.00E-07,0.311,4.96126,1.54108,99.53,LEPR,leptin receptor
11020,2.32E-06,7.04E-07,0.255,4.96023,1.267323,152.21,IFT27,intraflagellar transport 27
83594,2.33E-06,7.08E-07,0.229,4.95927,1.135304,157.46,NUDT12,nudix hydrolase 12
105369699,2.35E-06,7.12E-07,1.278,4.9581,6.335921,20.58,LOC105369699,uncharacterized LOC105369699
374470,2.35E-06,7.12E-07,1.048,-4.95793,-5.196576,13.36,C12orf42,chromosome 12 open reading frame 42
26503,2.35E-06,7.14E-07,0.266,4.95755,1.320534,221.51,SLC17A5,solute carrier family 17 member 5
100288748,2.36E-06,7.15E-07,0.988,-4.95724,-4.898306,14.75,LINC02894,long intergenic non-protein coding RNA 2894
747,2.36E-06,7.15E-07,0.291,-4.95721,-1.441858,237.29,DAGLA,diacylglycerol lipase alpha
283624,2.38E-06,7.21E-07,0.343,4.95571,1.700304,163.91,LINC00641,long intergenic non-protein coding RNA 641
57515,2.39E-06,7.25E-07,0.2,4.95458,0.989023,770.71,SERINC1,serine incorporator 1
105376328,2.39E-06,7.25E-07,0.807,-4.95453,-3.997447,14.23,LOC105376328,uncharacterized LOC105376328
64077,2.39E-06,7.26E-07,0.231,-4.95423,-1.143587,133.9,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase
26260,2.40E-06,7.28E-07,0.339,4.95374,1.680413,92.15,FBXO25,F-box protein 25
2734,2.40E-06,7.28E-07,0.148,-4.95374,-0.735016,922.89,GLG1,golgi glycoprotein 1
7203,2.40E-06,7.29E-07,0.182,4.95349,0.901076,4361.13,CCT3,chaperonin containing TCP1 subunit 3
64759,2.40E-06,7.29E-07,0.211,-4.95339,-1.045316,268.01,TNS3,tensin 3
23168,2.40E-06,7.30E-07,0.214,4.95325,1.062437,306,RTF1,"RTF1 homolog, Paf1/RNA polymerase II complex component"
27087,2.40E-06,7.30E-07,0.442,-4.95321,-2.191562,37.34,B3GAT1,"beta-1,3-glucuronyltransferase 1"
9734,2.41E-06,7.31E-07,1.128,4.95287,5.586082,22.17,HDAC9,histone deacetylase 9
440081,2.41E-06,7.33E-07,0.241,4.95244,1.191372,383.9,DDX12P,"DEAD/H-box helicase 12, pseudogene"
30012,2.41E-06,7.33E-07,0.455,-4.95234,-2.255162,50.67,TLX3,T cell leukemia homeobox 3
7008,2.41E-06,7.33E-07,0.27,-4.95228,-1.338328,127.98,TEF,"TEF transcription factor, PAR bZIP family member"
91614,2.42E-06,7.37E-07,0.962,4.95129,4.764816,20.04,DEPDC7,DEP domain containing 7
554,2.43E-06,7.40E-07,0.635,-4.95063,-3.145232,22.49,AVPR2,arginine vasopressin receptor 2
401109,2.44E-06,7.41E-07,1.413,-4.95029,-6.99583,8.42,LINC00885,long intergenic non-protein coding RNA 885
102724334,2.44E-06,7.44E-07,0.357,4.94959,1.765611,52.64,LOC102724334,histone H2B type F-S-like
100873921,2.45E-06,7.44E-07,1.332,4.94948,6.590907,12.45,SYP-AS1,SYP antisense RNA 1
105372275,2.45E-06,7.47E-07,1.03,-4.94882,-5.095106,12.52,LOC105372275,
84466,2.45E-06,7.47E-07,0.584,4.94874,2.891865,30.81,MEGF10,multiple EGF like domains 10
64397,2.45E-06,7.47E-07,0.22,4.9487,1.089637,866.24,ZNF106,zinc finger protein 106
55758,2.46E-06,7.49E-07,0.248,4.94821,1.22735,152.04,RCOR3,REST corepressor 3
79701,2.47E-06,7.52E-07,0.192,-4.94737,-0.948416,585.4,OGFOD3,2-oxoglutarate and iron dependent oxygenase domain containing 3
26750,2.48E-06,7.55E-07,0.197,4.94658,0.972983,407.91,RPS6KC1,ribosomal protein S6 kinase C1
54461,2.48E-06,7.56E-07,0.225,-4.94652,-1.114159,1831.42,FBXW5,F-box and WD repeat domain containing 5
4128,2.51E-06,7.64E-07,0.576,4.94425,2.850075,44.17,MAOA,monoamine oxidase A
6518,2.51E-06,7.65E-07,1.177,-4.94404,-5.818718,13.64,SLC2A5,solute carrier family 2 member 5
132671,2.51E-06,7.65E-07,0.36,4.94402,1.778093,52.62,SPATA18,spermatogenesis associated 18
126961,2.52E-06,7.69E-07,0.206,-4.9431,-1.01742,91604.58,H3C14,H3 clustered histone 14
55323,2.53E-06,7.71E-07,0.417,4.94246,2.06311,79.69,LARP6,"La ribonucleoprotein 6, translational regulator"
79983,2.53E-06,7.72E-07,1.192,-4.94225,-5.892772,108.34,POF1B,POF1B actin binding protein
341,2.54E-06,7.74E-07,0.48,4.94183,2.372865,64.78,APOC1,apolipoprotein C1
9906,2.54E-06,7.75E-07,0.164,-4.94151,-0.808059,522.53,SLC35E2A,solute carrier family 35 member E2A
84978,2.55E-06,7.78E-07,0.408,4.94068,2.01786,77.65,FRMD5,FERM domain containing 5
10499,2.56E-06,7.80E-07,0.18,-4.94032,-0.89077,615.6,NCOA2,nuclear receptor coactivator 2
100128262,2.56E-06,7.80E-07,0.499,-4.94021,-2.463996,68.58,TNK2-AS1,TNK2 antisense RNA 1
65260,2.57E-06,7.83E-07,0.228,4.93949,1.125576,405.48,COA7,cytochrome c oxidase assembly factor 7
57687,2.57E-06,7.85E-07,0.874,-4.93911,-4.318077,14.84,VAT1L,vesicle amine transport 1 like
400322,2.58E-06,7.87E-07,0.221,4.93865,1.090011,256.69,HERC2P2,HERC2 pseudogene 2
375484,2.59E-06,7.91E-07,0.279,4.93762,1.37666,124.34,SIMC1,SUMO interacting motifs containing 1
91370,2.59E-06,7.91E-07,0.525,-4.93755,-2.591776,21.66,LIF-AS2,LIF antisense RNA 2
55108,2.59E-06,7.91E-07,0.157,4.93746,0.776955,1233.8,BSDC1,BSD domain containing 1
112268458,2.60E-06,7.94E-07,0.326,-4.93679,-1.610146,59.33,LOC112268458,keratinocyte proline-rich protein-like
10018,2.61E-06,7.97E-07,0.186,-4.93607,-0.920443,304.44,BCL2L11,BCL2 like 11
1967,2.61E-06,7.97E-07,0.256,4.93599,1.264004,149.92,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha
55619,2.61E-06,7.98E-07,0.716,-4.93588,-3.532012,19.15,DOCK10,dedicator of cytokinesis 10
107987266,2.61E-06,7.99E-07,0.311,-4.93554,-1.533172,61.21,LOC107987266,uncharacterized LOC107987266
100874097,2.61E-06,8.00E-07,0.271,-4.93548,-1.339297,163.9,UBE2Q1-AS1,UBE2Q1 antisense RNA 1
8649,2.62E-06,8.02E-07,0.313,4.93494,1.54286,98.36,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
56951,2.63E-06,8.06E-07,0.241,4.93396,1.189309,199.33,C5orf15,chromosome 5 open reading frame 15
147837,2.64E-06,8.07E-07,0.615,-4.93366,-3.033572,24.66,ZNF563,zinc finger protein 563
8512,2.65E-06,8.10E-07,1.35,4.93304,6.657181,13.02,MBL1P,"mannose binding lectin 1, pseudogene"
157753,2.65E-06,8.10E-07,0.966,4.93286,4.763815,20,TMEM74,transmembrane protein 74
100506334,2.68E-06,8.20E-07,0.762,4.93044,3.756115,24.73,LINC00649,long intergenic non-protein coding RNA 649
64799,2.69E-06,8.25E-07,0.309,4.92945,1.52311,80.59,IQCH,IQ motif containing H
102466658,2.69E-06,8.25E-07,1.405,-4.92926,-6.927248,8,MIR6510,microRNA 6510
3235,2.71E-06,8.29E-07,0.489,4.92837,2.410033,42.98,HOXD9,homeobox D9
112840,2.71E-06,8.31E-07,0.227,-4.92783,-1.118103,392.53,WDR89,WD repeat domain 89
105373057,2.72E-06,8.34E-07,0.786,4.92725,3.871693,22.31,LOC105373057,
107987138,2.75E-06,8.43E-07,0.849,-4.92521,-4.183858,15.95,LOC107987138,uncharacterized LOC107987138
10384,2.76E-06,8.47E-07,0.671,4.92427,3.306012,22.89,BTN3A3,butyrophilin subfamily 3 member A3
55093,2.77E-06,8.49E-07,0.32,-4.92384,-1.573904,173.75,NTAQ1,N-terminal glutamine amidase 1
100130264,2.77E-06,8.50E-07,1.327,-4.92361,-6.535084,11.96,SLC24A3-AS1,SLC24A3 antisense RNA 1
56521,2.77E-06,8.51E-07,0.455,4.92335,2.239544,40.46,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12
163175,2.78E-06,8.52E-07,0.503,-4.92311,-2.47623,34.74,LGI4,leucine rich repeat LGI family member 4
105370165,2.78E-06,8.53E-07,0.325,-4.92284,-1.602238,77.55,LOC105370165,
8220,2.78E-06,8.53E-07,0.218,4.92283,1.072038,327.29,ESS2,ess-2 splicing factor homolog
27287,2.78E-06,8.53E-07,0.737,-4.92278,-3.628395,15.96,VENTX,VENT homeobox
105372558,2.79E-06,8.55E-07,0.685,4.92234,3.372124,21.03,LOC105372558,uncharacterized LOC105372558
407014,2.79E-06,8.56E-07,0.41,-4.92215,-2.017209,46.94,MIR25,microRNA 25
57834,2.79E-06,8.56E-07,1.334,-4.92212,-6.565062,12.26,CYP4F11,cytochrome P450 family 4 subfamily F member 11
158763,2.79E-06,8.57E-07,0.632,-4.92184,-3.112763,23.71,ARHGAP36,Rho GTPase activating protein 36
10198,2.80E-06,8.60E-07,0.233,4.92112,1.148879,990.47,MPHOSPH9,M-phase phosphoprotein 9
84179,2.81E-06,8.62E-07,0.268,-4.9207,-1.316601,137.46,SLC49A3,solute carrier family 49 member 3
2740,2.81E-06,8.64E-07,1.186,-4.92024,-5.834401,13.7,GLP1R,glucagon like peptide 1 receptor
248,2.81E-06,8.65E-07,1.049,-4.92017,-5.159354,12.92,ALPI,"alkaline phosphatase, intestinal"
3030,2.82E-06,8.67E-07,0.15,4.91958,0.736293,1698.2,HADHA,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
8241,2.83E-06,8.68E-07,0.175,4.91932,0.860889,623.25,RBM10,RNA binding motif protein 10
112268214,2.89E-06,8.87E-07,1.024,4.91514,5.031375,24.15,LOC112268214,
57184,2.89E-06,8.88E-07,0.183,4.91486,0.897174,373.24,FAM219B,family with sequence similarity 219 member B
55065,2.91E-06,8.94E-07,0.734,-4.91356,-3.604201,23.93,SLC52A1,solute carrier family 52 member 1
57730,2.93E-06,9.01E-07,0.288,4.91204,1.415424,579.81,ANKRD36B,ankyrin repeat domain 36B
728806,2.93E-06,9.01E-07,0.371,4.91201,1.823285,51.9,NSFP1,N-ethylmaleimide-sensitive factor pseudogene 1
337882,2.93E-06,9.01E-07,1.375,4.91207,6.753962,13.93,KRTAP19-1,keratin associated protein 19-1
100422974,2.93E-06,9.03E-07,0.606,-4.91177,-2.976144,27.64,MIR3178,microRNA 3178
123904,2.95E-06,9.09E-07,0.999,-4.91034,-4.903318,14.56,NRN1L,neuritin 1 like
1052,2.97E-06,9.14E-07,0.419,-4.90938,-2.058388,75.95,CEBPD,CCAAT enhancer binding protein delta
58500,2.97E-06,9.16E-07,0.21,-4.90895,-1.033091,209.2,ZNF250,zinc finger protein 250
646951,3.01E-06,9.27E-07,0.72,-4.90648,-3.531457,16.44,MINDY4B,MINDY family member 4B
1305,3.02E-06,9.31E-07,0.357,4.90559,1.749259,66.59,COL13A1,collagen type XIII alpha 1 chain
80760,3.05E-06,9.40E-07,0.716,4.90375,3.509181,20.32,ITIH5,inter-alpha-trypsin inhibitor heavy chain 5
55001,3.06E-06,9.42E-07,0.987,-4.90329,-4.841918,14.31,TTC22,tetratricopeptide repeat domain 22
5792,3.06E-06,9.43E-07,0.138,-4.90321,-0.677232,2245.78,PTPRF,protein tyrosine phosphatase receptor type F
444,3.07E-06,9.46E-07,0.217,4.90256,1.064727,719.44,ASPH,aspartate beta-hydroxylase
777,3.07E-06,9.48E-07,0.686,-4.90221,-3.364516,17.71,CACNA1E,calcium voltage-gated channel subunit alpha1 E
6399,3.09E-06,9.52E-07,0.327,4.90131,1.604921,158.81,TRAPPC2,trafficking protein particle complex subunit 2
100526830,3.11E-06,9.58E-07,0.243,-4.89999,-1.191586,291.01,SLX1A-SULT1A3,SLX1A-SULT1A3 readthrough (NMD candidate)
84331,3.11E-06,9.61E-07,0.324,-4.89952,-1.585866,513.74,MCRIP2,MAPK regulated corepressor interacting protein 2
105378573,3.12E-06,9.63E-07,0.759,-4.89914,-3.720855,21.48,LOC105378573,uncharacterized LOC105378573
10333,3.15E-06,9.72E-07,0.996,4.89716,4.877345,21.18,TLR6,toll like receptor 6
55055,3.15E-06,9.72E-07,0.191,4.89718,0.933736,375.29,ZWILCH,zwilch kinetochore protein
92270,3.15E-06,9.73E-07,0.328,4.89702,1.60388,91.86,ATP6AP1L,ATPase H+ transporting accessory protein 1 like (pseudogene)
64785,3.16E-06,9.76E-07,0.329,4.89632,1.612538,168.28,GINS3,GINS complex subunit 3
54760,3.17E-06,9.79E-07,0.38,-4.89591,-1.85905,107.35,PCSK4,proprotein convertase subtilisin/kexin type 4
29085,3.18E-06,9.80E-07,0.314,-4.89552,-1.5351,236.53,PHPT1,phosphohistidine phosphatase 1
8541,3.18E-06,9.81E-07,0.174,-4.89537,-0.852666,640.83,PPFIA3,PTPRF interacting protein alpha 3
80146,3.18E-06,9.84E-07,0.155,-4.89489,-0.758899,837.31,UXS1,UDP-glucuronate decarboxylase 1
1296,3.21E-06,9.92E-07,0.423,-4.89316,-2.069196,58.11,COL8A2,collagen type VIII alpha 2 chain
6000,3.21E-06,9.92E-07,0.825,4.89315,4.038319,20.96,RGS7,regulator of G protein signaling 7
54893,3.21E-06,9.92E-07,0.331,4.89312,1.619851,100.14,MTMR10,myotubularin related protein 10
100506639,3.21E-06,9.93E-07,0.489,-4.89304,-2.390851,28.12,LOC100506639,uncharacterized LOC100506639
5874,3.21E-06,9.93E-07,0.404,-4.89298,-1.97827,35.38,RAB27B,"RAB27B, member RAS oncogene family"
50940,3.22E-06,9.96E-07,0.549,4.8925,2.685092,29.16,PDE11A,phosphodiesterase 11A
633,3.22E-06,9.96E-07,0.602,-4.89244,-2.945668,26.3,BGN,biglycan
27347,3.23E-06,9.98E-07,0.168,-4.89212,-0.82025,628.57,STK39,serine/threonine kinase 39
7094,3.24E-06,1.00E-06,0.154,4.89146,0.751841,1495.46,TLN1,talin 1
27129,3.24E-06,1.00E-06,0.826,-4.89089,-4.041461,23.21,HSPB7,heat shock protein family B (small) member 7
375035,3.24E-06,1.00E-06,0.214,4.89086,1.045777,1234.7,SFT2D2,SFT2 domain containing 2
57597,3.28E-06,1.01E-06,0.26,-4.8888,-1.272808,600.97,BAHCC1,BAH domain and coiled-coil containing 1
6201,3.29E-06,1.02E-06,0.324,4.88809,1.58612,722.21,RPS7,ribosomal protein S7
9397,3.30E-06,1.02E-06,0.277,4.88765,1.355734,162.57,NMT2,N-myristoyltransferase 2
6591,3.30E-06,1.02E-06,1.123,4.88712,5.486151,21.49,SNAI2,snail family transcriptional repressor 2
339778,3.36E-06,1.04E-06,0.773,-4.8838,-3.776688,18.87,FAM166C,family with sequence similarity 166 member C
57826,3.38E-06,1.05E-06,0.172,-4.88247,-0.839486,735.46,RAP2C,"RAP2C, member of RAS oncogene family"
92565,3.39E-06,1.05E-06,0.285,-4.88213,-1.393444,92.08,FANK1,fibronectin type III and ankyrin repeat domains 1
8092,3.39E-06,1.05E-06,1.332,4.88185,6.502141,11.71,ALX1,ALX homeobox 1
392843,3.40E-06,1.05E-06,0.683,-4.8815,-3.334288,14.52,IQCA1L,IQ motif containing with AAA domain 1 like
10565,3.40E-06,1.05E-06,0.229,-4.8814,-1.115793,842.68,ARFGEF1,ADP ribosylation factor guanine nucleotide exchange factor 1
729234,3.40E-06,1.05E-06,0.408,4.88126,1.990619,65.65,FAHD2CP,"fumarylacetoacetate hydrolase domain containing 2C, pseudogene"
1054,3.42E-06,1.06E-06,0.228,4.87984,1.112836,149.82,CEBPG,CCAAT enhancer binding protein gamma
79090,3.43E-06,1.06E-06,0.304,-4.8797,-1.482278,356.06,TRAPPC6A,trafficking protein particle complex subunit 6A
56146,3.43E-06,1.06E-06,1.41,-4.87933,-6.878947,7.73,PCDHA2,protocadherin alpha 2
107986275,3.44E-06,1.07E-06,1.343,4.87912,6.550875,12.11,LOC107986275,uncharacterized LOC107986275
23031,3.44E-06,1.07E-06,0.259,-4.87868,-1.261467,279.24,MAST3,microtubule associated serine/threonine kinase 3
1984,3.44E-06,1.07E-06,0.222,4.87865,1.081253,3226.6,EIF5A,eukaryotic translation initiation factor 5A
23530,3.45E-06,1.07E-06,0.173,4.87829,0.84612,738.08,NNT,nicotinamide nucleotide transhydrogenase
996,3.45E-06,1.07E-06,0.296,4.87814,1.444208,711.87,CDC27,cell division cycle 27
400892,3.45E-06,1.07E-06,0.565,4.87816,2.754672,31.07,BCRP2,BCR pseudogene 2
140701,3.45E-06,1.07E-06,0.287,-4.87783,-1.402053,197.75,ABHD16B,abhydrolase domain containing 16B
1026,3.46E-06,1.07E-06,0.224,-4.87758,-1.094878,1181.44,CDKN1A,cyclin dependent kinase inhibitor 1A
100131390,3.48E-06,1.08E-06,0.442,4.87607,2.157583,77.21,SP9,Sp9 transcription factor
340706,3.52E-06,1.09E-06,0.54,-4.87409,-2.630435,22.09,VWA2,von Willebrand factor A domain containing 2
51075,3.52E-06,1.09E-06,0.242,4.874,1.178127,338.85,TMX2,thioredoxin related transmembrane protein 2
2056,3.52E-06,1.09E-06,1.353,-4.87383,-6.593397,12.54,EPO,erythropoietin
102723342,3.52E-06,1.10E-06,0.204,-4.87372,-0.993324,305.06,LOC102723342,uncharacterized LOC102723342
9902,3.54E-06,1.10E-06,0.221,4.87274,1.078875,583.94,MRC2,mannose receptor C type 2
1638,3.55E-06,1.10E-06,0.69,4.87224,3.36366,21.27,DCT,dopachrome tautomerase
100128340,3.55E-06,1.10E-06,0.616,-4.87197,-2.998824,20.5,LOC100128340,uncharacterized LOC100128340
4190,3.58E-06,1.11E-06,0.265,4.87067,1.292908,518.25,MDH1,malate dehydrogenase 1
63971,3.59E-06,1.12E-06,0.202,-4.8699,-0.985379,562.91,KIF13A,kinesin family member 13A
400818,3.59E-06,1.12E-06,0.2,-4.86979,-0.974147,626.36,NBPF9,NBPF member 9
284339,3.59E-06,1.12E-06,0.399,-4.86953,-1.941755,84.63,TMEM145,transmembrane protein 145
84448,3.61E-06,1.12E-06,0.395,-4.86864,-1.923413,89.32,ABLIM2,actin binding LIM protein family member 2
10139,3.62E-06,1.13E-06,0.212,-4.868,-1.033208,374.53,ARFRP1,ADP ribosylation factor related protein 1
84128,3.66E-06,1.14E-06,0.244,4.86567,1.187807,377.86,WDR75,WD repeat domain 75
113091,3.67E-06,1.14E-06,0.685,-4.86523,-3.330385,28.49,PTH2,parathyroid hormone 2
100130691,3.68E-06,1.15E-06,1.128,4.86481,5.486585,21.1,LOC100130691,Putative uncharacterized protein FLJ44553
25939,3.68E-06,1.15E-06,0.179,4.86459,0.872371,356.28,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
26834,3.68E-06,1.15E-06,0.483,-4.86453,-2.350095,25.2,RNU4-2,"RNA, U4 small nuclear 2"
729013,3.69E-06,1.15E-06,0.58,4.86427,2.822563,28.9,ZBED5-AS1,ZBED5 antisense RNA 1
2840,3.69E-06,1.15E-06,0.736,-4.86409,-3.578376,21.79,GPR17,G protein-coupled receptor 17
101927027,3.69E-06,1.15E-06,0.427,4.86399,2.076344,76.01,CHROMR,cholesterol induced regulator of metabolism RNA
79567,3.70E-06,1.15E-06,0.282,-4.86353,-1.373019,258.2,RIPOR1,RHO family interacting cell polarization regulator 1
10712,3.70E-06,1.15E-06,0.273,4.86324,1.327995,292.51,ENTREP3,endosomal transmembrane epsin interactor 3
253650,3.72E-06,1.16E-06,0.246,4.86252,1.195091,176.07,ANKRD18A,ankyrin repeat domain 18A
56114,3.72E-06,1.16E-06,0.949,-4.86237,-4.615434,11.99,PCDHGA1,"protocadherin gamma subfamily A, 1"
57121,3.72E-06,1.16E-06,1.186,-4.86217,-5.767997,13.13,LPAR5,lysophosphatidic acid receptor 5
84140,3.75E-06,1.17E-06,0.408,4.8606,1.980744,51.82,FAM161A,FAM161 centrosomal protein A
307,3.75E-06,1.17E-06,0.333,-4.86044,-1.617852,89.95,ANXA4,annexin A4
8323,3.77E-06,1.18E-06,0.198,-4.8597,-0.960898,315.88,FZD6,frizzled class receptor 6
116984,3.78E-06,1.18E-06,0.286,-4.85915,-1.391761,344.58,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
2571,3.79E-06,1.18E-06,0.398,4.85816,1.933759,52.67,GAD1,glutamate decarboxylase 1
29893,3.80E-06,1.19E-06,0.281,4.85808,1.365524,94.47,PSMC3IP,PSMC3 interacting protein
105374606,3.80E-06,1.19E-06,1.186,-4.85797,-5.76291,13.01,LOC105374606,uncharacterized LOC105374606
100505876,3.81E-06,1.19E-06,0.224,4.85744,1.090209,556.66,CEBPZOS,CEBPZ opposite strand
55603,3.81E-06,1.19E-06,0.241,-4.85728,-1.170812,191.77,TENT5A,terminal nucleotidyltransferase 5A
192683,3.81E-06,1.19E-06,0.234,4.85723,1.137,232.54,SCAMP5,secretory carrier membrane protein 5
442907,3.82E-06,1.19E-06,1.352,-4.85678,-6.564086,12.29,MIR339,microRNA 339
388553,3.83E-06,1.20E-06,0.514,-4.85607,-2.496014,24.41,MEIOSIN,meiosis initiator
55061,3.84E-06,1.20E-06,0.366,-4.85566,-1.777072,144.53,SUSD4,sushi domain containing 4
107987285,3.89E-06,1.22E-06,0.724,-4.85309,-3.514105,16.39,LOC107987285,
23641,3.89E-06,1.22E-06,0.274,-4.8528,-1.329274,83.2,LDOC1,LDOC1 regulator of NFKB signaling
340120,3.91E-06,1.22E-06,0.339,4.85197,1.643583,60.01,ANKRD34B,ankyrin repeat domain 34B
23075,3.92E-06,1.23E-06,0.218,4.85123,1.05517,171.48,SWAP70,switching B cell complex subunit SWAP70
79668,3.93E-06,1.23E-06,0.167,-4.851,-0.809619,497.04,PARP8,poly(ADP-ribose) polymerase family member 8
54715,3.93E-06,1.23E-06,0.936,-4.85053,-4.539798,14.32,RBFOX1,RNA binding fox-1 homolog 1
6271,3.94E-06,1.23E-06,0.314,-4.85043,-1.521374,62.19,S100A1,S100 calcium binding protein A1
57094,3.95E-06,1.23E-06,0.949,-4.84994,-4.602198,12.05,CPA6,carboxypeptidase A6
105372659,3.95E-06,1.24E-06,1.342,-4.8498,-6.51027,11.72,LOC105372659,uncharacterized LOC105372659
3921,3.95E-06,1.24E-06,0.226,4.84971,1.097394,5805.96,RPSA,ribosomal protein SA
123591,3.96E-06,1.24E-06,0.31,4.84918,1.50521,118.55,TMEM266,transmembrane protein 266
442425,4.00E-06,1.25E-06,0.843,-4.84713,-4.083884,17.16,FOXB2,forkhead box B2
1386,4.03E-06,1.26E-06,0.184,4.84565,0.891151,419.03,ATF2,activating transcription factor 2
583,4.04E-06,1.26E-06,0.211,4.84524,1.022839,196.56,BBS2,Bardet-Biedl syndrome 2
171568,4.05E-06,1.27E-06,0.154,4.84431,0.747221,775.6,POLR3H,RNA polymerase III subunit H
56107,4.06E-06,1.27E-06,1.038,-4.84381,-5.027348,11.88,PCDHGA9,"protocadherin gamma subfamily A, 9"
729515,4.06E-06,1.27E-06,0.576,4.84383,2.791109,58.62,TMEM242,transmembrane protein 242
